SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
1606082,84668,11/17/11,N,06/01/12,2010,1345.81,89.72,0,0
1606154,84669,11/17/11,N,02/29/12,2010,5252.79,175.09,200,0
1607626,84671,11/17/11,N,01/10/13,2010,2544.53,318.07,0,0
1607626,84671,08/13/12,Y,01/10/13,2011,2439.42,121.97,0,0
1608823,84672,11/17/11,N,05/14/12,2010,1014.54,59.18,0,0
1609113,84673,11/17/11,N,07/26/12,2010,2158.01,161.85,0,0
1609460,84674,11/17/11,N,12/29/11,2010,2263.13,37.72,0,0
1612314,84675,11/17/11,N,03/22/12,2010,28.39,1.18,0,0
1612466,84676,11/17/11,N,02/06/14,2010,3917.97,914.19,0,0
1612466,84676,08/03/12,Y,02/06/14,2011,3815.11,604.06,0,0
1612466,84676,10/21/13,Y,02/06/14,2012,3984.9,166.04,0,0
1613739,84677,11/17/11,N,10/29/12,2010,28.39,2.84,0,0
1613739,84677,08/06/12,Y,10/29/12,2011,19.16,0.48,0,0
1613989,84678,11/17/11,N,09/28/12,2010,84.97,7.79,0,0
1613989,84678,08/20/12,Y,09/28/12,2011,75.81,1.26,0,0
1614088,84679,11/17/11,N,01/30/12,2010,23.19,0.58,0,0
1614811,84680,11/17/11,N,11/30/11,2010,3240.47,27,0,0
1614812,84681,11/17/11,N,11/30/11,2010,3115.73,25.96,0,0
1614816,84682,11/17/11,N,11/30/11,2010,5738.71,47.82,250,0
1614819,84683,11/17/11,N,11/30/11,2010,3822.04,31.85,0,0
1614820,84684,11/17/11,N,11/30/11,2010,5269.24,43.91,225,0
1615432,84685,11/17/11,N,07/23/12,2010,4715.94,353.7,0,0
1615433,84686,11/17/11,N,07/23/12,2010,4715.94,353.7,0,0
1615438,84687,11/17/11,N,07/23/12,2010,4715.94,353.7,0,0
1615600,84688,11/17/11,N,05/20/13,2010,1366.95,216.43,0,0
1615600,84688,08/30/12,Y,05/20/13,2011,579.9,48.32,0,0
1615602,84689,11/17/11,N,05/20/13,2010,1366.95,216.43,0,0
1615602,84689,08/29/12,Y,05/20/13,2011,579.9,48.32,0,0
1615923,84690,11/17/11,N,02/14/14,2010,1835.18,428.21,0,0
1615923,84690,08/29/12,Y,02/14/14,2011,1862.16,294.84,0,0
1615923,84690,08/21/13,Y,02/14/14,2012,1830,106.75,0,0
1616066,84691,11/17/11,N,03/21/12,2010,1167.73,48.66,0,0
1616636,84692,11/17/11,N,02/29/12,2010,5376.95,179.23,400,0
1617540,84693,11/17/11,N,02/29/12,2010,1737.67,57.92,0,0
1617541,84694,11/17/11,N,02/29/12,2010,573.25,19.11,0,0
1617542,84695,11/17/11,N,02/29/12,2010,27.21,0.91,0,0
1617543,84696,11/17/11,N,02/29/12,2010,320.33,10.68,0,0
1617995,84697,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1617997,84698,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1617998,84699,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1617999,84700,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618000,84701,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618003,84702,11/17/11,N,03/08/13,2010,2590.66,367.01,0,0
1618010,84703,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618012,84704,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618020,84705,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618025,84706,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618026,84707,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618027,84708,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618028,84709,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618029,84710,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618031,84711,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618032,84712,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618039,84713,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618040,84714,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618043,84715,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618045,84716,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1618092,84717,11/17/11,N,08/02/12,2010,993.19,82.77,0,0
1619162,84718,11/17/11,N,12/19/11,2010,3943.76,65.73,0,0
1619350,84719,11/17/11,N,03/30/12,2010,3943.76,164.32,0,0
1619492,84720,11/17/11,N,05/07/12,2010,1551.58,90.51,0,0
1619643,84721,11/17/11,N,03/07/12,2010,5259.85,219.16,275,0
1619648,84722,11/17/11,N,11/30/11,2010,3076.8,25.64,0,0
1619787,84723,11/17/11,N,04/02/12,2010,3296.3,164.82,0,0
1619993,84725,11/17/11,N,02/19/14,2010,21156.28,4936.47,900,0
1619993,84725,08/06/12,Y,02/19/14,2011,20702.92,3277.96,0,0
1619993,84725,08/09/13,Y,02/19/14,2012,20510.68,1196.46,0,0
1619994,84726,11/17/11,N,03/19/13,2010,739.98,104.83,0,0
1619995,84727,11/17/11,N,03/19/13,2010,591.09,83.74,0,0
1619996,84728,11/17/11,N,03/19/13,2010,449.91,63.74,0,0
1619997,84729,11/17/11,N,03/19/13,2010,591.09,83.74,0,0
1619997,84729,08/13/12,Y,03/19/13,2011,569.97,38,0,0
1619999,84730,11/17/11,N,03/19/13,2010,609.52,86.35,0,0
1619999,84730,08/13/12,Y,03/19/13,2011,587.99,39.2,0,0
1620002,84731,11/17/11,N,03/19/13,2010,647.89,91.78,0,0
1620002,84731,10/10/12,Y,03/19/13,2011,647.49,32.37,0,0
1620003,84732,11/17/11,N,03/19/13,2010,741.51,105.05,0,0
1620003,84732,08/08/12,Y,03/19/13,2011,717.22,47.81,0,0
1620005,84733,11/17/11,N,03/19/13,2010,632.53,89.61,0,0
1620005,84733,08/08/12,Y,03/19/13,2011,610.53,40.7,0,0
1620006,84734,11/17/11,N,03/19/13,2010,434.56,61.56,0,0
1620006,84734,08/06/12,Y,03/19/13,2011,416.72,27.78,0,0
1620007,84735,11/17/11,N,03/19/13,2010,454.5,64.39,0,0
1620007,84735,08/06/12,Y,03/19/13,2011,436.25,29.08,0,0
1620008,84736,11/17/11,N,03/19/13,2010,1076.88,152.56,0,0
1620008,84736,08/03/12,Y,03/19/13,2011,1045.54,69.7,0,0
1620009,84737,11/17/11,N,03/19/13,2010,956.38,135.49,0,0
1620009,84737,08/03/12,Y,03/19/13,2011,927.59,61.84,0,0
1620105,84738,11/17/11,N,01/26/12,2010,30.03,0.75,0,0
1620372,84739,11/17/11,N,04/25/13,2010,1255,188.25,0,0
1620372,84739,08/10/12,Y,04/25/13,2011,1457.96,109.35,0,0
1620650,84740,11/17/11,N,11/21/11,2010,4659.35,38.83,0,0
1620860,84741,11/17/11,N,05/07/12,2010,486,28.35,0,0
1621129,84742,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621129,84742,08/03/12,Y,02/13/13,2011,421.09,24.56,0,0
1621130,84743,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621130,84743,08/03/12,Y,02/13/13,2011,421.09,24.56,0,0
1621131,84744,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621131,84744,08/03/12,Y,02/13/13,2011,421.09,24.56,0,0
1621160,84745,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621160,84745,08/03/12,Y,02/13/13,2011,421.09,24.56,0,0
1621164,84746,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621164,84746,09/27/12,Y,02/13/13,2011,425.09,21.25,0,0
1621169,84747,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621169,84747,09/20/12,Y,02/13/13,2011,425.09,21.25,0,0
1621170,84748,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621170,84748,09/20/12,Y,02/13/13,2011,425.09,21.25,0,0
1621171,84749,11/17/11,N,02/13/13,2010,448.35,59.78,0,0
1621171,84749,09/20/12,Y,02/13/13,2011,425.09,21.25,0,0
1621211,84750,11/17/11,N,12/23/14,2010,111.04,35.16,0,0
1621211,84750,10/10/12,Y,12/23/14,2011,113.88,25.62,0,0
1621211,84750,08/05/13,Y,12/23/14,2012,104.16,14.76,0,0
1621213,84751,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621213,84751,08/29/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621213,84751,08/28/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621213,84751,10/14/14,Y,12/23/14,2013,678.91,16.97,0,0
1621214,84752,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621214,84752,08/29/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621214,84752,08/28/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621214,84752,10/14/14,Y,12/23/14,2013,678.91,16.97,0,0
1621243,84753,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621244,84754,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621244,84754,08/29/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621245,84755,11/17/11,N,12/30/13,2010,2765.1,599.11,0,0
1621245,84755,08/30/12,Y,12/30/13,2011,1250.09,177.1,0,0
1621245,84755,08/07/13,Y,12/30/13,2012,1277.82,53.24,0,0
1621247,84756,11/17/11,N,08/16/12,2010,2765.1,230.43,0,0
1621248,84757,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621248,84757,11/13/12,Y,12/23/14,2011,1296,280.8,0,0
1621248,84757,08/30/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621248,84757,10/27/14,Y,12/23/14,2013,678.91,16.97,0,0
1621249,84758,11/17/11,N,05/23/14,2010,2765.1,714.32,0,0
1621249,84758,11/13/12,Y,05/23/14,2011,1296,205.2,0,0
1621249,84758,08/30/13,Y,05/23/14,2012,1277.82,106.49,0,0
1621250,84759,11/17/11,N,05/16/14,2010,2765.1,714.32,0,0
1621250,84759,08/31/12,Y,05/16/14,2011,1250.09,229.18,0,0
1621251,84760,11/17/11,N,06/12/13,2010,2765.1,460.85,0,0
1621251,84760,08/13/12,Y,06/12/13,2011,1250.09,114.59,0,0
1621253,84761,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621253,84761,08/08/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621253,84761,08/06/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621253,84761,08/05/14,Y,12/23/14,2013,656.38,27.35,0,0
1621254,84762,11/17/11,N,05/13/14,2010,2765.1,714.32,0,0
1621254,84762,10/19/12,Y,05/13/14,2011,1274.03,212.34,0,0
1621254,84762,08/05/13,Y,05/13/14,2012,1277.82,106.49,0,0
1621255,84763,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621255,84763,08/20/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621255,84763,09/09/13,Y,12/23/14,2012,1290.06,172.01,0,0
1621255,84763,08/19/14,Y,12/23/14,2013,656.38,27.35,0,0
1621256,84764,11/17/11,N,03/17/14,2010,2765.1,668.23,0,0
1621256,84764,08/06/12,Y,03/17/14,2011,1250.09,208.35,0,0
1621256,84764,08/08/13,Y,03/17/14,2012,1277.82,85.19,0,0
1621257,84765,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621257,84765,08/08/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621257,84765,08/02/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621257,84765,08/08/14,Y,12/23/14,2013,656.38,27.35,0,0
1621258,84766,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621258,84766,08/10/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621258,84766,08/16/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621258,84766,08/19/14,Y,12/23/14,2013,656.38,27.35,0,0
1621259,84767,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621259,84767,08/30/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621259,84767,08/29/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621259,84767,08/25/14,Y,12/23/14,2013,656.38,27.35,0,0
1621260,84768,11/17/11,N,10/30/13,2010,2765.1,553.02,0,0
1621260,84768,08/20/12,Y,10/30/13,2011,1250.09,156.26,0,0
1621260,84768,08/06/13,Y,10/30/13,2012,1277.82,31.95,0,0
1621261,84769,11/17/11,N,10/30/13,2010,2765.1,553.02,0,0
1621261,84769,08/31/12,Y,10/30/13,2011,1250.09,156.26,0,0
1621261,84769,08/28/13,Y,10/30/13,2012,1277.82,31.95,0,0
1621267,84770,11/17/11,N,,2010,25.73,,0,0
1621267,84770,10/24/12,Y,,2011,26.68,,0,0
1621267,84770,08/30/13,Y,,2012,16.71,,0,0
1621267,84770,10/27/14,Y,,2013,26.84,,0,0
1621268,84771,11/17/11,N,10/30/13,2010,2765.1,553.02,0,0
1621268,84771,08/31/12,Y,10/30/13,2011,1250.09,156.26,0,0
1621268,84771,08/28/13,Y,10/30/13,2012,1277.82,31.95,0,0
1621269,84772,11/17/11,N,05/20/13,2010,2765.1,437.81,0,0
1621269,84772,08/28/12,Y,05/20/13,2011,1250.09,104.17,0,0
1621270,84773,11/17/11,N,,2010,139.23,,0,0
1621270,84773,08/21/12,Y,,2011,130.26,,0,0
1621270,84773,10/28/13,Y,,2012,145.52,,0,0
1621271,84774,11/17/11,N,12/23/14,2010,25.73,8.15,0,0
1621271,84774,10/24/12,Y,12/23/14,2011,26.68,6,0,0
1621271,84774,08/30/13,Y,12/23/14,2012,16.71,2.37,0,0
1621271,84774,10/27/14,Y,12/23/14,2013,26.84,0.67,0,0
1621272,84775,11/17/11,N,05/29/12,2010,2765.1,161.3,0,0
1621273,84776,11/17/11,N,06/10/13,2010,2765.1,460.85,0,0
1621273,84776,08/27/12,Y,06/10/13,2011,1250.09,114.59,0,0
1621274,84777,11/17/11,N,06/10/14,2010,2765.1,737.36,0,0
1621274,84777,08/27/12,Y,06/10/14,2011,1250.09,239.6,0,0
1621274,84777,10/29/13,Y,06/10/14,2012,1312.3,98.42,0,0
1621276,84778,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621276,84778,08/03/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621276,84778,08/06/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621276,84778,08/05/14,Y,12/23/14,2013,656.38,27.35,0,0
1621277,84779,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621277,84779,08/03/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621277,84779,08/06/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621277,84779,08/05/14,Y,12/23/14,2013,656.38,27.35,0,0
1621278,84780,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621278,84780,09/27/12,Y,12/23/14,2011,1262.06,294.48,0,0
1621278,84780,08/08/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621278,84780,08/13/14,Y,12/23/14,2013,656.38,27.35,0,0
1621279,84781,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621279,84781,09/20/12,Y,12/23/14,2011,1262.06,294.48,0,0
1621279,84781,08/14/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621279,84781,08/25/14,Y,12/23/14,2013,656.38,27.35,0,0
1621280,84782,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621280,84782,08/28/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621280,84782,08/30/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621280,84782,08/22/14,Y,12/23/14,2013,656.38,27.35,0,0
1621281,84783,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621281,84783,08/09/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621281,84783,08/08/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621281,84783,08/13/14,Y,12/23/14,2013,656.38,27.35,0,350
1621283,84784,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621283,84784,08/28/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621283,84784,08/15/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621283,84784,08/08/14,Y,12/23/14,2013,656.38,27.35,0,0
1621286,84785,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621286,84785,08/28/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621286,84785,08/15/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621286,84785,08/08/14,Y,12/23/14,2013,656.38,27.35,0,0
1621287,84786,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621287,84786,08/09/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621287,84786,08/30/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621287,84786,08/08/14,Y,12/23/14,2013,656.38,27.35,0,0
1621288,84787,11/17/11,N,,2010,25.73,,0,0
1621288,84787,09/18/12,Y,,2011,16.57,,0,0
1621288,84787,08/27/13,Y,,2012,16.71,,0,0
1621288,84787,08/11/14,Y,,2013,16.62,,0,0
1621289,84788,11/17/11,N,,2010,25.73,,0,0
1621289,84788,09/18/12,Y,,2011,16.57,,0,0
1621289,84788,08/27/13,Y,,2012,16.71,,0,0
1621289,84788,08/11/14,Y,,2013,16.62,,0,0
1621290,84789,11/17/11,N,,2010,25.73,,0,0
1621290,84789,09/18/12,Y,,2011,16.57,,0,0
1621290,84789,08/27/13,Y,,2012,16.71,,0,0
1621290,84789,08/11/14,Y,,2013,16.62,,0,0
1621291,84790,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621291,84790,08/08/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621291,84790,08/05/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621291,84790,08/07/14,Y,12/23/14,2013,656.38,27.35,0,0
1621292,84791,11/17/11,N,07/10/14,2010,2765.1,760.4,0,0
1621292,84791,08/24/12,Y,07/10/14,2011,1250.09,250.02,0,0
1621293,84792,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621295,84793,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621295,84793,08/28/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621295,84793,08/26/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621295,84793,08/29/14,Y,12/23/14,2013,656.38,27.35,0,0
1621296,84794,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621296,84794,08/28/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621296,84794,08/26/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621296,84794,08/29/14,Y,12/23/14,2013,656.38,27.35,0,0
1621297,84795,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621299,84796,11/17/11,N,06/10/13,2010,2765.1,460.85,0,0
1621299,84796,08/30/12,Y,06/10/13,2011,1250.09,114.59,0,0
1621300,84797,11/17/11,N,12/23/14,2010,2765.1,875.62,0,0
1621300,84797,08/30/12,Y,12/23/14,2011,1250.09,302.11,0,0
1621300,84797,08/27/13,Y,12/23/14,2012,1277.82,181.02,0,0
1621300,84797,08/25/14,Y,12/23/14,2013,656.38,27.35,0,0
1621471,84798,11/17/11,N,03/06/13,2010,5146.04,729.02,275,0
1621471,84798,08/16/12,Y,03/06/13,2011,2015.51,134.37,0,0
1621472,84799,11/17/11,N,03/06/13,2010,5146.04,729.02,275,0
1621472,84799,08/16/12,Y,03/06/13,2011,2015.51,134.37,0,0
1621838,84800,11/17/11,N,11/21/11,2010,30.32,0.25,0,0
1621839,84801,11/17/11,N,11/21/11,2010,30.32,0.25,0,0
1622573,84802,11/17/11,N,12/28/11,2010,1197.73,19.96,0,0
1622574,84803,11/17/11,N,01/06/12,2010,1233.06,30.83,0,0
1622575,84804,11/17/11,N,12/28/11,2010,1274.94,21.25,0,0
1622587,84805,11/17/11,N,12/13/11,2010,1196.08,19.93,0,0
1622597,84806,11/17/11,N,12/28/11,2010,1293.01,21.55,0,0
1622603,84807,11/17/11,N,11/30/11,2010,647.53,5.4,0,0
1622605,84808,11/17/11,N,11/30/11,2010,654.45,5.45,0,0
1622607,84809,11/17/11,N,10/30/13,2010,1339.84,267.97,0,0
1622607,84809,08/06/12,Y,10/30/13,2011,1265.57,158.2,0,0
1622607,84809,08/05/13,Y,10/30/13,2012,1243.74,31.09,0,0
1622608,84810,11/17/11,N,10/30/13,2010,1228.94,245.79,0,0
1622608,84810,08/28/12,Y,10/30/13,2011,1234.79,154.35,0,0
1622608,84810,08/30/13,Y,10/30/13,2012,1136.46,28.41,0,0
1622900,84811,11/17/11,N,06/28/12,2010,88323.22,8799.51,5400,0
1622901,84812,11/17/11,N,06/28/12,2010,5406.67,360.44,300,0
1623144,84813,11/17/11,N,12/27/12,2010,7287.29,850.18,350,0
1623146,84814,11/17/11,N,12/27/12,2010,7287.29,850.18,375,0
1623146,84814,08/30/12,Y,12/27/12,2011,2567.87,106.99,0,0
1623150,84815,11/17/11,N,12/27/12,2010,7287.29,850.18,375,0
1623150,84815,08/30/12,Y,12/27/12,2011,2567.87,106.99,0,0
1623155,84816,11/17/11,N,01/22/13,2010,14474.47,1809.31,750,0
1623155,84816,08/31/12,Y,01/22/13,2011,15355.64,767.78,0,0
1623157,84817,11/17/11,N,12/27/12,2010,5746.9,670.47,350,0
1623157,84817,08/23/12,Y,12/27/12,2011,2311.68,96.32,0,0
1623158,84818,11/17/11,N,08/21/12,2010,9872.67,822.72,500,0
1623161,84819,11/17/11,N,12/27/12,2010,5746.9,670.47,275,0
1623161,84819,08/07/12,Y,12/27/12,2011,2311.68,96.32,0,0
1623186,84820,11/17/11,N,12/27/12,2010,7287.29,850.18,375,0
1623186,84820,09/27/12,Y,12/27/12,2011,2592.52,86.42,0,0
1623188,84821,11/17/11,N,12/27/12,2010,5746.9,670.47,350,0
1623364,84822,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623364,84822,08/30/12,Y,10/30/12,2011,464.47,11.61,0,0
1623368,84823,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623368,84823,08/31/12,Y,10/30/12,2011,464.47,11.61,0,0
1623370,84824,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623370,84824,08/31/12,Y,10/30/12,2011,464.47,11.61,0,0
1623377,84825,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623377,84825,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623379,84826,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623379,84826,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623380,84827,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623380,84827,08/27/12,Y,10/30/12,2011,464.47,11.61,0,0
1623381,84828,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623381,84828,08/27/12,Y,10/30/12,2011,464.47,11.61,0,0
1623382,84829,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623382,84829,09/20/12,Y,10/30/12,2011,468.89,7.81,0,0
1623383,84830,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623383,84830,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623384,84831,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623384,84831,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623385,84832,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623385,84832,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623447,84833,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623447,84833,08/09/12,Y,10/30/12,2011,464.47,11.61,0,0
1623448,84834,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623448,84834,08/08/12,Y,10/30/12,2011,464.47,11.61,0,0
1623449,84835,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623449,84835,08/24/12,Y,10/30/12,2011,464.47,11.61,0,0
1623450,84836,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623450,84836,08/30/12,Y,10/30/12,2011,464.47,11.61,0,0
1623451,84837,11/17/11,N,10/31/12,2010,1044.91,104.49,0,0
1623451,84837,08/30/12,Y,10/31/12,2011,464.47,11.61,0,0
1623452,84838,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623452,84838,10/17/12,Y,10/30/12,2011,483.31,4.03,0,0
1623453,84839,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623453,84839,08/06/12,Y,10/30/12,2011,464.47,11.61,0,0
1623454,84840,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623454,84840,08/13/12,Y,10/30/12,2011,464.47,11.61,0,0
1623455,84841,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623455,84841,08/06/12,Y,10/30/12,2011,464.47,11.61,0,0
1623456,84842,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623456,84842,08/20/12,Y,10/30/12,2011,464.47,11.61,0,0
1623457,84843,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623457,84843,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623458,84844,11/17/11,N,10/30/12,2010,1044.91,104.49,0,0
1623458,84844,08/28/12,Y,10/30/12,2011,464.47,11.61,0,0
1623459,84845,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623459,84845,08/27/12,Y,10/30/12,2011,165.76,4.14,0,0
1623460,84846,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623460,84846,08/27/12,Y,10/30/12,2011,165.76,4.14,0,0
1623461,84847,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623461,84847,08/27/12,Y,10/30/12,2011,165.76,4.14,0,0
1623462,84848,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623462,84848,08/27/12,Y,10/30/12,2011,165.76,4.14,0,0
1623463,84849,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623463,84849,08/27/12,Y,10/30/12,2011,165.76,4.14,0,0
1623464,84850,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623465,84851,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623466,84852,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623467,84853,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623468,84854,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623469,84855,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623469,84855,08/28/12,Y,10/30/12,2011,165.76,4.14,0,0
1623470,84856,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623470,84856,08/28/12,Y,10/30/12,2011,165.76,4.14,0,0
1623471,84857,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623471,84857,09/18/12,Y,10/30/12,2011,167.31,2.79,0,0
1623472,84858,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623472,84858,09/18/12,Y,10/30/12,2011,167.31,2.79,0,0
1623473,84859,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623473,84859,09/18/12,Y,10/30/12,2011,167.31,2.79,0,0
1623474,84860,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623474,84860,09/18/12,Y,10/30/12,2011,167.31,2.79,0,0
1623475,84861,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623475,84861,09/18/12,Y,10/30/12,2011,167.31,2.79,0,0
1623476,84862,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623476,84862,08/31/12,Y,10/30/12,2011,165.76,4.14,0,0
1623477,84863,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623477,84863,08/31/12,Y,10/30/12,2011,165.76,4.14,0,0
1623478,84864,11/17/11,N,10/30/12,2010,216.26,21.63,0,0
1623478,84864,08/31/12,Y,10/30/12,2011,165.76,4.14,0,0
