SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
1179209,84457,08/08/12,Y,07/08/13,2011,1497.93,149.79,0,0
1184199,84458,11/17/11,N,03/29/13,2010,538.48,76.28,0,0
1184199,84458,08/31/12,Y,03/29/13,2011,959.68,63.98,0,0
1185063,84459,11/17/11,N,04/23/14,2010,4207.49,1051.87,0,0
1185063,84459,08/17/12,Y,04/23/14,2011,5983.15,1047.05,0,0
1185063,84459,08/21/13,Y,04/23/14,2012,6148.57,461.14,0,0
1197339,84460,11/17/11,N,11/22/11,2010,1173.07,9.78,0,0
1197525,84461,11/17/11,N,03/06/13,2010,943.08,133.6,0,0
1197525,84461,08/21/12,Y,03/06/13,2011,836.03,55.74,0,0
1200038,84462,11/17/11,N,09/28/12,2010,115.13,10.55,0,0
1200038,84462,08/22/12,Y,09/28/12,2011,107.36,1.79,0,0
1201948,84463,11/17/11,N,09/12/14,2010,1385.95,404.24,0,0
1201948,84463,08/09/12,Y,09/12/14,2011,1838.1,398.26,0,0
1201948,84463,08/23/13,Y,09/12/14,2012,1286.86,150.13,0,0
1202901,84464,11/17/11,N,05/23/13,2010,722.09,114.33,0,0
1202901,84464,08/20/12,Y,05/23/13,2011,701.95,58.5,0,0
1209124,84465,11/17/11,N,11/21/11,2010,1454.66,12.12,0,0
1209884,84466,11/17/11,N,12/12/12,2010,870.93,101.61,0,0
1209884,84466,08/28/12,Y,12/12/12,2011,904.62,37.69,0,0
1211382,84467,11/17/11,N,10/04/12,2010,1040.84,104.08,0,0
1211382,84467,08/28/12,Y,10/04/12,2011,958.88,23.97,0,0
1214241,84468,11/17/11,N,11/07/12,2010,11624.41,1259.31,600,0
1214241,84468,08/16/12,Y,11/07/12,2011,5499.23,183.31,0,0
1218514,84469,11/17/11,N,02/04/13,2010,1615.12,215.35,0,0
1218514,84469,09/24/12,Y,02/04/13,2011,1355.13,67.76,0,0
1230638,84470,11/17/11,N,04/20/12,2010,151.7,7.59,0,0
1236059,84471,11/17/11,N,01/31/13,2010,1774.8,221.85,0,0
1236059,84471,08/16/12,Y,01/31/13,2011,1801.6,90.08,0,0
1241621,84472,11/17/11,N,02/28/12,2010,1631.85,54.39,0,0
1242784,84473,11/17/11,N,07/30/12,2010,40341.67,3025.63,1850,0
1248812,84474,11/17/11,N,04/27/12,2010,726.87,36.34,0,0
1250710,84475,11/17/11,N,12/13/12,2010,1083.33,126.39,0,0
1250710,84475,08/06/12,Y,12/13/12,2011,1083.15,45.13,0,0
1259385,84476,11/17/11,N,02/17/12,2010,1297.41,43.25,0,0
1264176,84477,11/17/11,N,03/11/15,2010,1198.54,409.5,0,0
1264176,84477,08/29/12,Y,03/11/15,2011,1231.06,328.28,0,0
1264176,84477,10/31/13,Y,03/11/15,2012,1242.99,186.45,0,0
1264176,84477,10/07/14,Y,03/11/15,2013,1139.81,56.99,0,350
1271393,84478,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271393,84478,08/27/12,Y,05/30/14,2011,700.25,128.38,0,0
1271393,84478,08/26/13,Y,05/30/14,2012,719.51,59.96,0,0
1271407,84479,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271407,84479,08/10/12,Y,05/30/14,2011,700.25,128.38,0,0
1271407,84479,08/05/13,Y,05/30/14,2012,719.51,59.96,0,0
1271415,84480,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271415,84480,08/10/12,Y,05/30/14,2011,700.25,128.38,0,0
1271415,84480,08/05/13,Y,05/30/14,2012,719.51,59.96,0,0
1271466,84481,11/17/11,N,01/30/12,2010,532.88,13.32,0,0
1271598,84482,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271601,84483,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271628,84484,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271628,84484,08/29/12,Y,05/30/14,2011,700.25,128.38,0,0
1271628,84484,09/30/13,Y,05/30/14,2012,726.38,54.48,0,0
1271636,84485,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271636,84485,08/29/12,Y,05/30/14,2011,700.25,128.38,0,0
1271636,84485,09/30/13,Y,05/30/14,2012,726.38,54.48,0,0
1271644,84486,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271644,84486,08/14/12,Y,05/30/14,2011,700.25,128.38,0,0
1271644,84486,08/08/13,Y,05/30/14,2012,719.51,59.96,0,0
1271652,84487,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271652,84487,08/14/12,Y,05/30/14,2011,700.25,128.38,0,0
1271652,84487,08/08/13,Y,05/30/14,2012,719.51,59.96,0,0
1271695,84488,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271695,84488,10/26/12,Y,05/30/14,2011,723.62,120.6,0,0
1271695,84488,10/30/13,Y,05/30/14,2012,743.25,49.55,0,0
1271750,84489,11/17/11,N,12/19/11,2010,3134,52.23,0,0
1271962,84490,11/17/11,N,05/30/14,2010,532.88,137.66,0,0
1271962,84490,08/13/12,Y,05/30/14,2011,700.25,128.38,0,0
1271962,84490,08/08/13,Y,05/30/14,2012,719.51,59.96,0,0
1272756,84491,11/17/11,N,03/23/12,2010,11217.52,467.4,550,0
1273272,84492,11/17/11,N,12/27/12,2010,28.51,3.33,0,0
1273272,84492,08/02/12,Y,12/27/12,2011,19.54,0.81,0,0
1275321,84493,11/17/11,N,02/28/13,2010,394.7,52.63,0,0
1275321,84493,08/06/12,Y,02/28/13,2011,1427.3,83.26,0,0
1278762,84494,11/17/11,N,10/18/13,2010,1592.65,318.53,0,0
1278762,84494,08/23/12,Y,10/18/13,2011,1697.71,212.21,0,0
1278762,84494,08/27/13,Y,10/18/13,2012,1735.42,43.39,0,0
1282310,84496,11/17/11,N,12/27/12,2010,1527.38,178.19,0,0
1283464,84497,11/17/11,N,04/30/12,2010,1530.24,76.51,0,0
1287176,84498,11/17/11,N,04/16/12,2010,988.38,49.42,0,0
1293486,84499,11/17/11,N,01/07/13,2010,3018.08,377.26,0,0
1293486,84499,09/24/12,Y,01/07/13,2011,2696.63,112.36,0,0
1293818,84500,11/17/11,N,02/05/13,2010,2456.72,327.56,0,0
1293818,84500,08/24/12,Y,02/05/13,2011,1742,101.62,0,0
1301853,84501,11/17/11,N,03/29/13,2010,6789.36,961.83,325,0
1301853,84501,10/31/12,Y,03/29/13,2011,6802.73,340.14,0,0
1306766,84502,11/17/11,N,05/03/12,2010,8038.85,468.93,475,0
1307665,84503,11/17/11,N,02/25/14,2010,18370.04,4286.34,900,0
1307665,84503,08/07/12,Y,02/25/14,2011,17335.7,2744.82,0,0
1307665,84503,08/09/13,Y,02/25/14,2012,17819.47,1039.47,0,0
1309617,84504,11/17/11,N,01/24/12,2010,2865.5,71.64,0,0
1315099,84505,11/17/11,N,09/18/12,2010,28.39,2.6,0,0
1315099,84505,08/20/12,Y,09/18/12,2011,19.16,0.32,0,0
1316923,84506,11/17/11,N,11/21/11,2010,1705.74,14.21,0,0
1320718,84508,11/17/11,N,10/04/12,2010,2044.25,204.43,0,0
1320718,84508,08/24/12,Y,10/04/12,2011,2087.42,52.19,0,0
1331027,84509,11/17/11,N,06/28/12,2010,2302.27,153.48,0,0
1333798,84510,11/17/11,N,03/19/12,2010,3478.55,144.94,0,0
1338846,84511,11/17/11,N,05/13/13,2010,5360.44,848.74,250,0
1338846,84511,10/26/12,Y,05/13/13,2011,5235.92,349.06,0,0
1339494,84512,11/17/11,N,01/30/12,2010,2103.01,52.58,0,0
1341952,84513,11/17/11,N,06/25/14,2010,334.61,89.23,0,0
1341952,84513,08/09/12,Y,06/25/14,2011,300.25,57.55,0,0
1341952,84513,08/14/13,Y,06/25/14,2012,308.32,28.26,0,0
1344587,84514,11/17/11,N,08/07/12,2010,142.18,11.85,0,0
1353802,84515,11/17/11,N,01/24/13,2010,1111.43,138.93,0,0
1353802,84515,08/24/12,Y,01/24/13,2011,1040.9,52.05,0,0
1361414,84516,11/17/11,N,08/07/13,2010,621.92,114.02,0,0
1361414,84516,08/31/12,Y,08/07/13,2011,604.51,65.49,0,0
1362887,84517,11/17/11,N,07/29/14,2010,26.31,7.24,0,0
1362887,84517,08/16/12,Y,07/29/14,2011,17.04,3.41,0,0
1362887,84517,08/06/13,Y,07/29/14,2012,16.82,1.68,0,0
1362895,84518,11/17/11,N,07/29/14,2010,26.31,7.24,0,0
1362895,84518,08/16/12,Y,07/29/14,2011,17.04,3.41,0,0
1362895,84518,08/06/13,Y,07/29/14,2012,16.82,1.68,0,0
1370227,84519,11/17/11,N,03/08/12,2010,1632.24,68.01,0,0
1371614,84520,11/17/11,N,10/09/14,2010,3651.48,1095.44,0,0
1371614,84520,08/23/12,Y,10/09/14,2011,2679.74,602.94,0,0
1371614,84520,08/27/13,Y,10/09/14,2012,2748.86,343.61,0,0
1371614,84520,08/01/14,Y,10/09/14,2013,2854.92,71.37,0,350
1376772,84522,11/17/11,N,,2010,28.64,,0,0
1376772,84522,08/09/12,Y,,2011,19.4,,0,0
1376772,84522,08/28/13,Y,,2012,19.8,,0,0
1376918,84523,11/17/11,N,12/27/12,2010,2491.66,290.69,0,0
1376918,84523,08/08/12,Y,12/27/12,2011,1891.33,78.81,0,0
1402544,84525,11/17/11,N,01/27/12,2010,879.99,22,0,0
1402838,84526,11/17/11,N,01/06/12,2010,964.56,24.11,0,0
1404580,84527,11/17/11,N,09/21/12,2010,1528.32,140.1,0,0
1404580,84527,08/16/12,Y,09/21/12,2011,1507.05,25.12,0,0
1405527,84528,11/17/11,N,09/30/13,2010,621.92,119.2,0,0
1405527,84528,08/08/12,Y,09/30/13,2011,604.51,70.53,0,0
1405527,84528,08/06/13,Y,09/30/13,2012,623.52,10.39,0,0
1405691,84529,11/17/11,N,09/12/12,2010,325.68,29.85,0,0
1405691,84529,08/28/12,Y,09/12/12,2011,689.47,11.49,0,0
1405870,84530,11/17/11,N,06/20/12,2010,4903.95,326.93,0,0
1411675,84531,11/17/11,N,10/21/14,2010,4766.8,1430.04,0,0
1411675,84531,08/07/12,Y,10/21/14,2011,3577.09,804.85,0,0
1411675,84531,08/09/13,Y,10/21/14,2012,3667.06,458.38,0,0
1411675,84531,08/27/14,Y,10/21/14,2013,3596.05,89.9,0,350
1411799,84532,11/17/11,N,06/17/14,2010,3176.32,847.02,0,0
1411799,84532,10/10/12,Y,06/17/14,2011,2620,458.5,0,0
1411799,84532,11/04/13,Y,06/17/14,2012,2725.06,181.67,0,0
1412132,84533,11/17/11,N,09/28/12,2010,2669.58,244.71,0,0
1412132,84533,08/17/12,Y,09/28/12,2011,2619.19,43.65,0,0
1412663,84534,11/17/11,N,03/02/12,2010,739.33,30.81,0,0
1422669,84535,11/17/11,N,12/22/11,2010,5689.02,94.82,300,0
1423240,84536,11/17/11,N,09/28/12,2010,2825.46,259,0,0
1423240,84536,09/27/12,Y,09/28/12,2011,2297.56,19.15,0,0
1424874,84537,11/17/11,N,01/30/12,2010,1401.45,35.04,0,0
1434721,84538,11/17/11,N,03/19/13,2010,29.39,4.16,0,0
1434721,84538,08/23/12,Y,03/19/13,2011,20.07,1.34,0,0
1438450,84539,11/17/11,N,11/21/11,2010,1126.5,9.39,0,0
1441841,84540,11/17/11,N,09/25/12,2010,3933.86,360.6,0,0
1441841,84540,08/28/12,Y,09/25/12,2011,2884.73,48.08,0,0
1441965,84541,11/17/11,N,07/19/12,2010,27.69,2.08,0,0
1446568,84542,11/17/11,N,03/19/13,2010,29.39,4.16,0,0
1446568,84542,08/23/12,Y,03/19/13,2011,20.07,1.34,0,0
1446762,84543,11/17/11,N,08/23/13,2010,8213.39,1505.79,450,0
1446762,84543,08/15/12,Y,08/23/13,2011,8274.29,896.38,0,0
1446762,84543,08/14/13,Y,08/23/13,2012,8527.43,71.06,0,0
1451383,84544,11/17/11,N,01/29/13,2010,2331.02,291.38,0,0
1451383,84544,08/31/12,Y,01/29/13,2011,2061.82,103.09,0,0
1453360,84545,11/17/11,N,07/23/12,2010,3075.58,230.67,0,0
1456997,84546,11/17/11,N,03/26/13,2010,2052.86,290.82,0,0
1456997,84546,08/30/12,Y,03/26/13,2011,2064.5,137.63,0,0
1462199,84547,11/17/11,N,02/17/12,2010,28.52,0.95,0,0
1473913,84549,11/17/11,N,11/22/11,2010,3310.05,27.58,0,0
1474804,84550,11/17/11,N,12/30/11,2010,5323.93,88.73,250,0
1475088,84551,11/17/11,N,04/01/15,2010,1203.23,421.13,0,350
1475088,84551,08/20/12,Y,04/01/15,2011,2136.42,587.52,0,0
1475088,84551,08/28/13,Y,04/01/15,2012,2200.46,385.08,0,0
1475088,84551,08/22/14,Y,04/01/15,2013,1928.8,144.66,0,0
1482491,84552,11/17/11,N,12/07/12,2010,959.9,111.99,0,0
1482939,84553,11/17/11,N,12/21/11,2010,383.46,6.39,0,0
1492926,84554,11/17/11,N,12/02/11,2010,1393.1,23.22,0,0
1494872,84555,11/17/11,N,,2010,28.39,,0,350
1494872,84555,08/01/12 01:56 AM,Y,,2011,19.16,,0,0
1494872,84555,08/01/13 08:36 AM,Y,,2012,19.56,,0,0
1494872,84555,08/01/14 09:07 AM,Y,,2013,19.24,,0,0
1496425,84556,11/17/11,N,12/17/14,2010,1376.62,435.93,0,0
1496425,84556,08/24/12,Y,12/17/14,2011,1472.71,355.9,0,0
1496425,84556,08/26/13,Y,12/17/14,2012,1504.76,213.17,0,0
1496425,84556,08/19/14,Y,12/17/14,2013,1537.08,64.05,0,350
1499092,84557,11/17/11,N,01/30/13,2010,2667.87,333.48,0,0
1499092,84557,10/26/12,Y,01/30/13,2011,2561.28,85.38,0,0
1502344,84559,11/17/11,N,05/16/12,2010,8631.25,503.49,400,0
1503219,84560,11/17/11,N,08/23/13,2010,1537.7,281.91,0,0
1503219,84560,08/23/12,Y,08/23/13,2011,1430.22,154.94,0,0
1507273,84561,11/17/11,N,07/31/14,2010,30.03,8.26,0,0
1507273,84561,08/29/12,Y,07/31/14,2011,20.76,4.15,0,0
1507877,84562,11/17/11,N,11/30/12,2010,2784.67,301.67,0,0
1507877,84562,08/13/12,Y,11/30/12,2011,2723.98,90.8,0,0
1511319,84563,11/17/11,N,10/24/12,2010,1045.94,104.59,0,0
1511319,84563,08/28/12,Y,10/24/12,2011,997.24,24.93,0,0
1512692,84564,11/17/11,N,03/12/12,2010,1070.85,44.62,0,0
1518585,84565,11/17/11,N,12/09/11,2010,1372.7,22.88,0,0
1521195,84566,11/17/11,N,08/13/12,2010,1848.64,154.05,0,0
1523392,84567,11/17/11,N,03/06/12,2010,3781.79,157.57,0,0
1523724,84568,11/17/11,N,09/12/14,2010,1671.65,487.56,0,0
1523724,84568,08/28/12,Y,09/12/14,2011,1474.29,319.43,0,0
1523724,84568,08/26/13,Y,09/12/14,2012,1514.63,176.71,0,0
1523724,84568,08/25/14,Y,09/12/14,2013,566.75,9.45,0,0
1524178,84569,11/17/11,N,04/05/13,2010,2454.4,368.16,0,0
1524178,84569,08/24/12,Y,04/05/13,2011,1957.81,146.84,0,0
1527568,84570,11/17/11,N,,2010,2626.7,,0,350
1527568,84570,08/29/12,Y,,2011,2642.81,,0,0
1527568,84570,08/21/13,Y,,2012,2722.03,,0,0
1527568,84570,08/19/14,Y,,2013,2136.24,,0,0
1531123,84571,11/17/11,N,07/31/14,2010,2328.51,640.34,0,0
1531123,84571,08/30/12,Y,07/31/14,2011,2270.88,454.18,0,0
1531123,84571,08/29/13,Y,07/31/14,2012,2249.82,224.98,0,0
1531131,84572,11/17/11,N,07/31/14,2010,1883.42,517.94,0,0
1531131,84572,08/20/12,Y,07/31/14,2011,1835.13,367.03,0,0
1531131,84572,08/06/13,Y,07/31/14,2012,1818.13,181.81,0,0
1532618,84573,11/17/11,N,09/19/14,2010,1228.14,358.21,0,0
1532618,84573,10/25/12,Y,09/19/14,2011,1198.56,239.71,0,0
1538284,84574,11/17/11,N,01/31/12,2010,1767.28,44.18,0,0
1542442,84575,11/17/11,N,10/16/13,2010,5461.33,1092.27,275,0
1542442,84575,08/06/12,Y,10/16/13,2011,3922.46,490.31,0,0
1542442,84575,08/09/13,Y,10/16/13,2012,4029.46,100.74,0,0
1542444,84576,11/17/11,N,10/16/13,2010,5461.33,1092.27,300,0
1542444,84576,08/20/12,Y,10/16/13,2011,3922.46,490.31,0,0
1542444,84576,08/06/13,Y,10/16/13,2012,4029.46,100.74,0,0
1545248,84577,11/17/11,N,03/29/13,2010,3048.76,431.91,0,0
1545248,84577,08/28/12,Y,03/29/13,2011,2962.82,197.52,0,0
1546414,84578,11/17/11,N,01/06/12,2010,3080.17,77,0,0
1550209,84579,11/17/11,N,05/21/14,2010,2796.49,722.43,0,0
1550209,84579,08/24/12,Y,05/21/14,2011,2613.1,479.07,0,0
1550209,84579,10/03/13,Y,05/21/14,2012,2745.87,183.06,0,0
1554565,84580,11/17/11,N,11/14/12,2010,2454.4,265.89,0,0
1554565,84580,10/01/12,Y,11/14/12,2011,2005.39,42.27,0,0
1555901,84581,11/17/11,N,11/21/11,2010,4308.3,35.9,0,0
1558897,84582,11/17/11,N,12/30/13,2010,1267.56,274.64,0,0
1558897,84582,08/31/12,Y,12/30/13,2011,1242.29,175.99,0,0
1558897,84582,08/20/13,Y,12/30/13,2012,1220.87,50.87,0,0
1561758,84583,11/17/11,N,,2010,26.31,,0,0
1561758,84583,08/03/12,Y,,2011,17.04,,0,0
1561758,84583,08/08/13,Y,,2012,16.82,,0,0
1561758,84583,08/13/14,Y,,2013,16.74,,0,0
1561766,84584,11/17/11,N,,2010,26.31,,0,0
1561766,84584,08/03/12,Y,,2011,17.04,,0,0
1561766,84584,08/08/13,Y,,2012,16.82,,0,0
1561766,84584,08/13/14,Y,,2013,16.74,,0,0
1561774,84585,11/17/11,N,,2010,26.31,,0,0
1561774,84585,08/03/12,Y,,2011,17.04,,0,0
1561774,84585,08/08/13,Y,,2012,16.82,,0,0
1561774,84585,08/13/14,Y,,2013,16.74,,0,0
1561782,84586,11/17/11,N,,2010,26.31,,0,0
1561782,84586,08/03/12,Y,,2011,17.04,,0,0
1561782,84586,08/08/13,Y,,2012,16.82,,0,0
1561782,84586,08/13/14,Y,,2013,16.74,,0,0
1561804,84587,11/17/11,N,,2010,26.31,,0,0
1561804,84587,08/03/12,Y,,2011,17.04,,0,0
1561804,84587,08/08/13,Y,,2012,16.82,,0,0
1561804,84587,08/13/14,Y,,2013,16.74,,0,0
1561812,84588,11/17/11,N,,2010,26.31,,0,0
1561812,84588,10/01/12,Y,,2011,27.27,,0,0
1561812,84588,10/17/13,Y,,2012,27.05,,0,0
1561839,84589,11/17/11,N,,2010,26.31,,0,0
1561839,84589,10/01/12,Y,,2011,27.27,,0,0
1561839,84589,10/17/13,Y,,2012,27.05,,0,0
1561847,84590,11/17/11,N,,2010,26.31,,0,0
1561847,84590,10/01/12,Y,,2011,27.27,,0,0
1561847,84590,10/17/13,Y,,2012,27.05,,0,0
1562177,84591,11/17/11,N,03/30/12,2010,954.73,39.78,0,0
1564676,84592,11/17/11,N,02/22/13,2010,1246.2,166.16,0,0
1564676,84592,08/29/12,Y,02/22/13,2011,1172.88,68.42,0,0
1565796,84593,11/17/11,N,05/30/14,2010,1095.22,282.93,0,0
1565796,84593,08/06/12,Y,05/30/14,2011,430.15,78.86,0,0
1565796,84593,08/28/13,Y,05/30/14,2012,441.91,36.83,0,0
1566091,84594,11/17/11,N,05/30/14,2010,1095.22,282.93,0,0
1566091,84594,08/13/12,Y,05/30/14,2011,430.15,78.86,0,0
1566091,84594,08/22/13,Y,05/30/14,2012,441.91,36.83,0,0
1567764,84595,11/17/11,N,12/19/11,2010,2064.07,34.4,0,0
1571311,84596,11/17/11,N,12/15/11,2010,1909.43,31.82,0,0
1572857,84597,11/17/11,N,12/20/11,2010,74.96,1.25,0,0
1575783,84598,11/17/11,N,04/05/12,2010,2401.94,120.1,0,0
1578529,84599,11/17/11,N,02/07/12,2010,28.39,0.95,0,0
1578537,84600,11/17/11,N,02/07/12,2010,22.65,0.75,0,0
1586031,84601,11/17/11,N,05/31/12,2010,52.77,3.08,0,0
1586033,84602,11/17/11,N,05/31/12,2010,89.86,5.24,0,0
1586130,84603,11/17/11,N,08/29/12,2005,490.17,40.85,0,0
1586130,84603,11/17/11,N,08/29/12,2009,2350.08,195.84,0,0
1586130,84603,11/17/11,N,08/29/12,2010,2209.5,184.13,225,0
1586476,84604,11/17/11,N,11/30/11,2010,1676.95,13.97,0,0
1586495,84605,11/17/11,N,10/20/14,2010,3608.07,1082.42,0,0
1586495,84605,08/23/12,Y,10/20/14,2011,4041.2,909.27,0,0
1586495,84605,08/27/13,Y,10/20/14,2012,4179.65,522.46,0,0
1586495,84605,08/01/14,Y,10/20/14,2013,4470.75,111.77,0,350
1586655,84606,11/17/11,N,04/24/13,2010,1416.12,212.42,0,0
1586655,84606,08/31/12,Y,04/24/13,2011,1252.16,93.91,0,0
1587067,84607,11/17/11,N,01/28/13,2010,1372,171.5,0,0
1587067,84607,08/13/12,Y,01/28/13,2011,1277.63,63.88,0,0
1587431,84608,11/17/11,N,11/21/11,2010,549.47,4.58,0,0
1587714,84609,11/17/11,N,02/14/12,2010,3986.06,132.87,0,0
1588963,84610,11/17/11,N,03/22/12,2010,1316.38,54.85,0,0
1588987,84611,11/17/11,N,12/19/11,2010,1693.29,28.22,0,0
1589800,84612,11/17/11,N,08/07/12,2010,40.12,3.34,0,0
1591067,84613,11/17/11,N,12/29/11,2010,1587.79,26.46,0,0
1591775,84614,11/17/11,N,01/06/12,2010,4723.84,118.1,0,0
1592010,84615,11/17/11,N,06/06/12,2010,4696.12,313.07,0,0
1593187,84616,11/17/11,N,05/23/12,2010,2245.61,130.99,0,0
1593959,84617,11/17/11,N,11/30/12,2010,2470.16,267.6,0,0
1593959,84617,08/13/12,Y,11/30/12,2011,2333.49,77.78,0,0
1593977,84618,11/17/11,N,11/30/12,2010,2470.16,267.6,0,0
1593977,84618,08/10/12,Y,11/30/12,2011,2333.49,77.78,0,0
1593983,84619,11/17/11,N,11/30/12,2010,2470.16,267.6,0,0
1593983,84619,09/12/12,Y,11/30/12,2011,2355.88,58.9,0,0
1593985,84620,11/17/11,N,10/25/12,2010,3287.54,328.75,0,0
1593985,84620,08/31/12,Y,10/25/12,2011,3020.76,75.52,0,0
1595773,84621,11/17/11,N,03/29/12,2010,28600.83,1191.7,1100,0
1595801,84622,11/17/11,N,01/25/13,2010,3041.57,380.2,0,0
1595801,84622,08/29/12,Y,01/25/13,2011,2985.04,149.25,0,0
1596172,84623,11/17/11,N,07/31/12,2010,5054.64,379.1,300,0
1596785,84624,11/17/11,N,05/30/12,2010,1278.01,74.55,0,0
1596920,84625,11/17/11,N,03/13/12,2010,764.31,31.85,0,0
1598673,84626,11/17/11,N,01/26/12,2010,561.25,14.03,0,0
1598936,84627,11/17/11,N,03/15/12,2010,2396.24,99.84,0,0
1599458,84628,11/17/11,N,11/21/11,2010,2061.16,17.18,0,0
1600262,84629,11/17/11,N,12/14/11,2010,1697.17,28.29,0,0
1600306,84630,11/17/11,N,09/19/12,2010,1856.53,170.18,0,0
1600520,84631,11/17/11,N,11/22/11,2010,5162.5,43.02,300,0
1600556,84632,11/17/11,N,12/29/11,2010,1809.83,30.16,0,0
1600557,84633,11/17/11,N,04/30/13,2010,3852.38,577.86,0,0
1600557,84633,08/24/12,Y,04/30/13,2011,3783.12,283.73,0,0
1600585,84634,11/17/11,N,11/21/11,2010,1484.72,12.37,0,0
1600596,84635,11/17/11,N,12/29/11,2010,1484.72,24.75,0,0
1600599,84636,11/17/11,N,07/26/13,2010,28.52,4.99,0,0
1600599,84636,08/02/12,Y,07/26/13,2011,19.29,1.93,0,0
1601000,84637,11/17/11,N,01/30/14,2010,1112.3,250.27,0,0
1601000,84637,08/29/12,Y,01/30/14,2011,1027.12,154.07,0,0
1601000,84637,08/21/13,Y,01/30/14,2012,1009.43,50.47,0,0
1601479,84638,11/17/11,N,07/25/12,2010,6688.92,501.67,350,0
1601681,84640,11/17/11,N,02/22/12,2010,1224.21,40.81,0,0
1601837,84641,11/17/11,N,12/12/13,2010,1583.73,343.14,0,0
1601837,84641,10/24/12,Y,12/12/13,2011,1566.09,195.76,0,0
1601837,84641,08/30/13,Y,12/12/13,2012,1579.01,65.79,0,0
1601838,84642,11/17/11,N,01/03/12,2010,665.05,16.63,0,0
1601844,84643,11/17/11,N,11/21/11,2010,2117.63,17.65,0,0
1602389,84644,11/17/11,N,03/14/13,2010,2084.06,295.24,0,0
1602389,84644,11/17/11,N,03/14/13,2011,2121.3,300.52,0,0
1602458,84645,11/17/11,N,05/31/12,2010,31043.71,1810.88,1500,0
1602794,84646,11/17/11,N,05/23/12,2010,1956.76,114.14,0,0
1602820,84647,11/17/11,N,06/29/12,2010,1681.57,112.1,0,0
1603266,84648,11/17/11,N,02/28/12,2010,5458.48,181.95,250,0
1603759,84649,11/17/11,N,11/30/11,2010,3932.46,32.77,0,0
1603873,84650,11/17/11,N,01/22/15,2010,5662.74,1840.39,300,0
1603873,84650,08/30/12,Y,01/22/15,2011,4659.36,1164.84,0,0
1603873,84650,11/14/13,Y,01/22/15,2012,4936.3,617.04,0,0
1603873,84650,08/05/14,Y,01/22/15,2013,4411.05,220.55,0,350
1603874,84651,11/17/11,N,08/18/14,2010,5662.74,1604.44,300,0
1603874,84651,08/20/12,Y,08/18/14,2011,4659.36,970.7,0,0
1603874,84651,11/14/13,Y,08/18/14,2012,5306.52,88.44,0,0
1603874,84651,08/01/14,Y,08/18/14,2013,4411.05,36.76,0,350
1604014,84652,11/17/11,N,12/13/11,2010,102.05,1.7,0,0
1604313,84653,11/17/11,N,02/03/12,2010,26.31,0.88,0,0
1605013,84654,11/17/11,N,11/03/14,2010,8955.95,2761.42,450,0
1605013,84654,08/30/12,Y,11/03/14,2011,7773.04,1813.71,0,0
1605013,84654,08/27/13,Y,11/03/14,2012,7948.82,1059.84,0,0
1605013,84654,08/25/14,Y,11/03/14,2013,5603.99,186.8,0,0
1605071,84655,11/17/11,N,03/01/13,2010,782.55,110.86,0,0
1605071,84655,08/02/12,Y,03/01/13,2011,757.46,50.5,0,0
1605360,84656,11/17/11,N,06/22/12,2010,4382.11,292.14,0,0
1605478,84657,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605478,84657,08/30/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605481,84658,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605481,84658,08/30/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605482,84659,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605482,84659,08/09/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605486,84660,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605486,84660,08/09/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605645,84661,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605645,84661,08/09/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605647,84662,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605647,84662,08/29/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605648,84663,11/17/11,N,09/25/12,2010,987.43,90.51,0,0
1605648,84663,08/09/12,Y,09/25/12,2011,1526.87,25.45,0,0
1605679,84664,11/17/11,N,09/26/12,2010,987.43,90.51,0,0
1605679,84664,08/09/12,Y,09/26/12,2011,1526.87,25.45,0,0
1605692,84665,11/17/11,N,01/06/12,2010,3011.02,75.28,0,0
1605920,84666,11/17/11,N,08/17/12,2010,1967.43,163.95,0,0
1605921,84667,11/17/11,N,08/17/12,2010,1967.43,163.95,0,0
